ensembl	symbol	entrez
2392	ENSG00000199477	SNORA31	677814
2395	ENSG00000263629	MIR5586	100847088
2400	ENSG00000260386	LINC01225	149086
2401	ENSG00000265372	MIR4675	100616383
2405	ENSG00000266063	MIR4771-2	100616165
2410	ENSG00000139200	PIANP	196500
2411	ENSG00000165943	MOAP1	64112
2421	ENSG00000238793	SNORD124	101340251
2423	ENSG00000265859	MIR5704	100847040
2427	ENSG00000151779	NBAS	51594
2438	ENSG00000118420	UBE3D	90025
2450	ENSG00000221500	SNORD100	594838
2452	ENSG00000212296	SNORD72	619564
2455	ENSG00000224587	MDC1	9656
2456	ENSG00000221782	MIR548F2	100313771
2457	ENSG00000264757	MIR3198-1	100423025
2461	ENSG00000234745	HLA-B	3106
2476	ENSG00000201318	SNORD114-30	767611
2480	ENSG00000145041	VPRBP	9730
2483	ENSG00000276700	RNA5-8S5	100008587
2491	ENSG00000278069	MIR6072	102465944
2494	ENSG00000264603	MIR3159	100423016
2496	ENSG00000265226	MIR548AI	100616347
2510	ENSG00000207869	MIR498	574460
2512	ENSG00000206620	SNORD45C	692085
2513	ENSG00000278278	MIR6816	102465490
2521	ENSG00000274888	MIR6890	102465536
2522	ENSG00000265061	MIR4419B	100616298
2532	ENSG00000073008	PVR	5817
2539	ENSG00000235268	KDM4E	390245
2540	ENSG00000221251	MIR1263	100302148
2542	ENSG00000222246	MIR1471	100302126
2552	ENSG00000278739	MIR6859-4	103504738
2554	ENSG00000199025	MIR369	442914
2559	ENSG00000278199	MIR570	693155
2565	ENSG00000207703	MIR7-2	407044
2567	ENSG00000266542	MIR5572	100847042
2571	ENSG00000198876	DCAF12	25853
2572	ENSG00000221760	MIR548J	100313914
2574	ENSG00000009765	IYD	389434
2579	ENSG00000221442	MIR548F4	100313895
2580	ENSG00000113441	LNPEP	4012
2582	ENSG00000134644	PUM1	9698
2585	ENSG00000265333	MIR3137	100422926
2586	ENSG00000256671	LIMS3L	3987
2587	ENSG00000256671	LIMS3L	100288695
2593	ENSG00000263735	MIR4662B	100616255
2594	ENSG00000263735	MIR4662A	100616255
2597	ENSG00000274300	MIR6864	102465521
2601	ENSG00000274620	MIR378J	102465136
2605	ENSG00000274713	MIR7974	102465856
2607	ENSG00000273803	MIR3183	100422835
2611	ENSG00000100104	SRRD	402055
2616	ENSG00000207357	RNU6-2	103625684
2618	ENSG00000264395	MIR3193	100422904
2621	ENSG00000175315	CST6	1474
2624	ENSG00000257315	ZBED6	100381270
2625	ENSG00000207500	SNORD102	26771
2638	ENSG00000182749	PAQR7	164091
2648	ENSG00000205423	CNEP1R1	255919
2650	ENSG00000207233	SNORA37	677819
2654	ENSG00000158764	ITLN2	142683
2655	ENSG00000163817	SLC6A20	54716
2656	ENSG00000264764	MIR4772	100616157
2657	ENSG00000278799	MIR6823	102465494
2661	ENSG00000221419	MIR1287	100302133
2665	ENSG00000210741	MIR196A1	406972
2666	ENSG00000146001	PCDHB18P	54660
2669	ENSG00000018869	ZNF582	147948
2670	ENSG00000263861	MIR3927	100500898
2676	ENSG00000112276	BVES	11149
2684	ENSG00000201943	SNORD115-10	100033447
2685	ENSG00000264089	MIR3681	100500884
2686	ENSG00000266755	SNORD84	692199
2698	ENSG00000196470	SIAH1	6477
2708	ENSG00000263879	SNORA38	677820
2709	ENSG00000196954	CASP4	837
2714	ENSG00000277590	MIR7845	102465835
2716	ENSG00000264559	MIR3162	100422880
2717	ENSG00000151208	DLG5	9231
2720	ENSG00000167634	NLRP7	199713
2723	ENSG00000223907	LINC01226	284551
2724	ENSG00000207632	MIR588	693173
2726	ENSG00000207957	MIR105-1	406897
2742	ENSG00000275057	MIR4726	100616153
2755	ENSG00000207641	MIR510	574515
2756	ENSG00000185272	RBM11	54033
2757	ENSG00000207634	MIR521-1	574494
2758	ENSG00000277610	RNVU1-4	101954264
2759	ENSG00000277610	RNVU1-4	101954268
2762	ENSG00000265213	MIR3684	100500867
2763	ENSG00000266663	MIR3169	100422973
2764	ENSG00000133256	PDE6B	5158
2766	ENSG00000273506	NCR1	9437
2772	ENSG00000110900	TSPAN11	441631
2775	ENSG00000213057	C1orf220	400798
2780	ENSG00000208017	MIR140	406932
2783	ENSG00000264309	MIR4694	100616426
2784	ENSG00000239169	SNORD109B	338429
2785	ENSG00000202111	VTRNA1-2	56663
2789	ENSG00000264425	MIR4653	100616117
2790	ENSG00000207551	MIR608	693193
2791	ENSG00000274940	MIR8083	102466879
2793	ENSG00000212452	SNORD69	692109
2801	ENSG00000277841	MIR5701-2	100847005
2802	ENSG00000264136	MIR3689D2	100616344
2812	ENSG00000263764	SNORD43	26807
2813	ENSG00000265991	MIR4519	100616231
2818	ENSG00000222047	C10orf55	414236
2822	ENSG00000186806	VSIG10L	147645
2824	ENSG00000114650	SCAP	22937
2825	ENSG00000024422	EHD2	30846
2828	ENSG00000265392	MIR4252	100422975
2829	ENSG00000266722	MIR3940	100500888
2830	ENSG00000271798	SNORA51	677831
2831	ENSG00000183741	CBX6	23466
2839	ENSG00000264555	MIR1236	100302242
2840	ENSG00000221801	MIR548H2	100313773
2843	ENSG00000263390	MIR3119-1	100422839
2844	ENSG00000263390	MIR3119-1	100423010
2845	ENSG00000263390	MIR3119-2	100422839
2846	ENSG00000263390	MIR3119-2	100423010
2847	ENSG00000170832	USP32	84669
2848	ENSG00000275810	MIR8082	102465878
2864	ENSG00000274153	MIR6727	102465435
2865	ENSG00000265396	MIR3128	100422824
2874	ENSG00000234798	DXO	1797
2875	ENSG00000163263	C1orf189	388701
2876	ENSG00000266235	MIR3176	100423037
2880	ENSG00000275802	MIR19B1	406980
2901	ENSG00000180573	HIST1H2AC	8334
2908	ENSG00000124299	PEPD	5184
2916	ENSG00000201300	SNORD115-27	100036564
2922	ENSG00000201512	SNORA71C	677839
2927	ENSG00000265879	MIR4748	100616425
2930	ENSG00000265827	MIR4680	100616113
2937	ENSG00000264984	MIR5691	100847015
2941	ENSG00000114654	EFCC1	79825
2942	ENSG00000238517	MIR1270	100302179
2945	ENSG00000276481	MIR6832	102466745
2951	ENSG00000274466	MIR1273H	102466247
2955	ENSG00000251856	MIR449C	100313923
2963	ENSG00000266672	SNORD32B	692092
2965	ENSG00000134313	KIDINS220	57498
2969	ENSG00000266463	MIR3196	100423014
2981	ENSG00000200486	SNORD115-11	100033448
2986	ENSG00000278288	LILRP2	79166
2990	ENSG00000274651	PRPF31	26121
2992	ENSG00000273695	MIR6084	102464833
2994	ENSG00000278549	MIR6736	102466191
2997	ENSG00000263407	MIR4660	100616350
3005	ENSG00000277025	MBOAT7	79143
3012	ENSG00000266666	MIR4325	100422883
3013	ENSG00000143155	TIPRL	261726
3018	ENSG00000263575	MIR4665	100616288
3026	ENSG00000263511	MIR5699	100847086
3027	ENSG00000266415	MIR4636	100616326
3030	ENSG00000265420	MIR4779	100616159
3032	ENSG00000266017	MIR4477B	100616194
3038	ENSG00000274672	TSEN34	79042
3041	ENSG00000266151	MIR3646	100500813
3044	ENSG00000207712	MIR627	693212
3048	ENSG00000231558	HLA-DOA	3111
3049	ENSG00000207775	MIR548A1	693125
3061	ENSG00000265193	MIR3923	100500877
3062	ENSG00000265623	MIR3139	100423017
3063	ENSG00000264574	MIR1254-2	100616217
3066	ENSG00000264525	MIR4778	100616464
3073	ENSG00000276472	MIR6847	102465510
3078	ENSG00000212304	SNORD12	692057
3083	ENSG00000170234	PWWP2A	114825
3085	ENSG00000187475	HIST1H1T	3010
3090	ENSG00000168564	CDKN2AIP	55602
3095	ENSG00000273898	MIR6798	102466738
3096	ENSG00000263693	MIR3161	100423000
3097	ENSG00000126500	FLRT1	23769
3099	ENSG00000103264	FBXO31	79791
3105	ENSG00000278756	MIR6722	102465431
3109	ENSG00000273630	MIR6755	102465452
3113	ENSG00000277912	MIR8089	102465882
3132	ENSG00000223224	SNORD71	692111
3133	ENSG00000207629	MIR526A1	574475
3138	ENSG00000211590	MIR802	768219
3140	ENSG00000275884	MIR6808	102466740
3141	ENSG00000275708	MIR3648-1	100500862
3142	ENSG00000208015	MIR362	574030
3152	ENSG00000127423	AUNIP	79000
3154	ENSG00000272458	MIR432	574451
3156	ENSG00000199961	SNORD1B	677849
3158	ENSG00000209480	SNORD83B	116938
3166	ENSG00000264470	MIR4794	100616338
3170	ENSG00000264658	MIR4798	100616471
3171	ENSG00000207871	MIR513B	100313822
3185	ENSG00000278316	GP6	51206
3192	ENSG00000215193	PEX26	55670
3193	ENSG00000207956	MIR579	693164
3196	ENSG00000276211	GP6	51206
3198	ENSG00000212534	SNORD70	692110
3205	ENSG00000276280	MIR2682	100616452
3208	ENSG00000276733	MIR7158	102465693
3211	ENSG00000141458	NPC1	4864
3212	ENSG00000112335	SNX3	8724
3221	ENSG00000057935	MTA3	57504
3227	ENSG00000132604	TERF2	7014
3229	ENSG00000224578	HNRNPA1P48	664709
3230	ENSG00000200801	SNORD115-28	100036565
3238	ENSG00000266006	MIR4488	100616470
3244	ENSG00000207996	MIR301A	407027
3259	ENSG00000211137	MIR190A	406965
3273	ENSG00000104763	ASAH1	427
3277	ENSG00000201679	SNORD115-15	100033453
3278	ENSG00000276018	MIR92A1	407048
3280	ENSG00000207735	MIR520D	574482
3284	ENSG00000200367	SNORD113-8	767568
3286	ENSG00000265806	MIR4292	100422860
3296	ENSG00000216191	MIR8485	103504737
3302	ENSG00000177697	CD151	977
3306	ENSG00000264086	SNORD48	26801
3308	ENSG00000265080	MIR4800	100616358
3309	ENSG00000207523	SNORA66	26782
3312	ENSG00000264703	MIR4752	100616171
3315	ENSG00000273912	MIR8068	102466876
3318	ENSG00000207738	MIR520C	574476
3323	ENSG00000135932	CAB39	51719
3329	ENSG00000207245	SNORD116-29	100033821
3330	ENSG00000223244	MIR1909	100302210
3331	ENSG00000207997	MIR644A	693229
3335	ENSG00000200370	RNA5S17	100169768
3358	ENSG00000275967	MIR6880	102466204
3369	ENSG00000278233	RNA5-8S5	100008587
3370	ENSG00000265207	MIR3135B	100616218
3374	ENSG00000198997	MIR107	406901
3377	ENSG00000131482	G6PC	2538
3381	ENSG00000207821	MIR640	693225
3391	ENSG00000266617	MIR3692	100500899
3398	ENSG00000207493	SNORA46	677827
3402	ENSG00000264175	MIR3189	100422943
3407	ENSG00000207698	MIR32	407036
3408	ENSG00000278005	MIR6840	102466747
3412	ENSG00000263721	MIR4444-1	100616394
3413	ENSG00000202261	SNORD115-44	100033818
3425	ENSG00000173531	MST1	4485
3426	ENSG00000277325	MIR6756	102465453
3427	ENSG00000207581	MIR199B	406978
3428	ENSG00000207874	MIR610	693195
3447	ENSG00000274298	MIR6743	102465445
3459	ENSG00000275109	MIR6504	102465251
3464	ENSG00000221767	MIR1307	100302174
3471	ENSG00000264974	MIR4789	100616395
3480	ENSG00000186407	CD300E	342510
3482	ENSG00000276604	TARM1	441864
3486	ENSG00000138615	CILP	8483
3487	ENSG00000207389	RNU1-4	6060
3488	ENSG00000273627	MIR4726	100616153
3492	ENSG00000208883	SNORD96B	692226
3494	ENSG00000277328	MIR19A	406979
3498	ENSG00000207762	MIR329-2	574409
3502	ENSG00000277057	MIR6779	102465467
3503	ENSG00000263565	MIR4738	100616282
3508	ENSG00000281147	SNORD50A	26799
3510	ENSG00000207304	SNORA8	654320
3519	ENSG00000274619	CFD	1675
3521	ENSG00000207962	MIR30C1	407031
3524	ENSG00000264802	MIR5191	100847050
3536	ENSG00000216090	MIR937	100126338
3537	ENSG00000275165	TSEN34	79042
3540	ENSG00000207571	MIR615	693200
3548	ENSG00000205231	TTLL10-AS1	100506376
3549	ENSG00000265165	MIR4307	100423019
3550	ENSG00000273684	MIR663A	724033
3551	ENSG00000223767	RNF5	6048
3557	ENSG00000222651	MIR1469	100302258
3558	ENSG00000264803	MIR378C	100422867
3559	ENSG00000265418	MIR4261	100422929
3565	ENSG00000208032	MIR548A3	693127
3570	ENSG00000274304	MIR7108	102466806
3573	ENSG00000221411	MIR1227	100302283
3579	ENSG00000264377	MIR4671	100616380
3591	ENSG00000133315	MACROD1	28992
3593	ENSG00000265598	MIR5707	100847032
3597	ENSG00000173171	MTX1	4580
3598	ENSG00000114656	KIAA1257	57501
3603	ENSG00000238923	RNU7-1	100147744
3604	ENSG00000274643	MIR596	693181
3609	ENSG00000273830	MIR7843	102465832
3610	ENSG00000207588	MIR593	693178
3613	ENSG00000265965	MIR4266	100423027
3615	ENSG00000200381	RNA5S4	100169755
3618	ENSG00000264571	MIR4529	100616290
3619	ENSG00000273879	MIR6511B1	102465429
3631	ENSG00000277824	NCR1	9437
3634	ENSG00000207653	MIR558	693143
3636	ENSG00000265895	MIR1236	100302242
3638	ENSG00000265520	MIR548V	100422850
3643	ENSG00000216042	MIR922	100126321
3645	ENSG00000275022	MIR6753	102465451
3646	ENSG00000263642	MIR4802	100616274
3647	ENSG00000199798	SNORD114-5	767581
3661	ENSG00000275123	TARM1	441864
3664	ENSG00000207349	RNVU1-17	101954269
3666	ENSG00000222326	MIR1908	100302263
3669	ENSG00000264202	SNORD48	26801
3671	ENSG00000230176	LINC01433	728228
3673	ENSG00000265850	MIR4797	100616216
3684	ENSG00000208025	MIR591	693176
3686	ENSG00000252219	MIR892C	102466721
3688	ENSG00000275127	SNORD116-22	100033433
3689	ENSG00000221795	MIR1324	100302212
3693	ENSG00000206760	SNORA6	574040
3695	ENSG00000265237	MIR3142	100422938
3701	ENSG00000230390	LINC01048	103695431
3710	ENSG00000221491	SNORA2C	677815
3715	ENSG00000182568	SATB1	6304
3718	ENSG00000206811	SNORA10	574042
3725	ENSG00000282469	LINC00254	64735
3729	ENSG00000198987	MIR16-2	406951
3738	ENSG00000252947	SCARNA1	677774
3752	ENSG00000278449	MIR6892	102465538
3753	ENSG00000207736	MIR657	724027
3754	ENSG00000203784	LELP1	149018
3761	ENSG00000221227	MIR1305	100302270
3766	ENSG00000277512	SNORD65	692106
3773	ENSG00000275749	MIR1972-1	100302243
3775	ENSG00000112742	TTK	7272
3787	ENSG00000273061	CDC37L1-AS1	101929351
3792	ENSG00000122121	XPNPEP2	7512
3795	ENSG00000148153	INIP	58493
3796	ENSG00000207924	MIR196A2	406973
3799	ENSG00000207928	MIR632	693217
3802	ENSG00000265089	MIR4655	100616160
3806	ENSG00000275561	MIR5701-2	100847005
3808	ENSG00000266146	MIR5190	100847080
3809	ENSG00000184905	TCEAL2	140597
3811	ENSG00000278547	MIR2117	100313779
3812	ENSG00000208006	MIR16-1	406950
3815	ENSG00000265395	MIR3944	100500911
3824	ENSG00000111642	CHD4	1108
3825	ENSG00000200259	SNORD35A	26816
3828	ENSG00000276769	MIR6752	102465450
3834	ENSG00000264358	MIR3122	100422947
3835	ENSG00000282650	MEIOB	254528
3849	ENSG00000112183	RBM24	221662
3855	ENSG00000229686	SNORD56	26793
3857	ENSG00000122861	PLAU	5328
3859	ENSG00000278791	MIR6723	102465432
3861	ENSG00000278349	MIR6754	102466728
3864	ENSG00000142789	CELA3A	10136
3865	ENSG00000211568	MIR670	100313777
3868	ENSG00000275330	VSTM1	284415
3870	ENSG00000264349	MIR4258	100423020
3878	ENSG00000207862	MIR518B	574474
3882	ENSG00000266515	MIR4452	100616463
3889	ENSG00000265873	MIR4289	100423015
3890	ENSG00000173209	AHSA2	130872
3891	ENSG00000273882	MIR8066	102465868
3896	ENSG00000199012	MIR412	574433
3904	ENSG00000201643	SNORA14A	677801
3905	ENSG00000275996	SNORD27	9301
3911	ENSG00000265116	SNORD117	692233
3916	ENSG00000186470	BTN3A2	11118
3925	ENSG00000207863	MIR125B2	406912
3937	ENSG00000199075	MIR26A1	407015
3938	ENSG00000278789	NLRP2	55655
3942	ENSG00000264539	MIR548AR	100847035
3943	ENSG00000221537	MIR548H1	100313830
3952	ENSG00000272188	MIR4640	100616237
3955	ENSG00000278521	MIR4732	100616385
3961	ENSG00000221616	MIR548H4	100313884
3966	ENSG00000278098	MIR7973-1	102465855
3967	ENSG00000278098	MIR7973-1	102466250
3968	ENSG00000278098	MIR7973-2	102465855
3969	ENSG00000278098	MIR7973-2	102466250
3973	ENSG00000265682	MIR4267	100422994
3975	ENSG00000275259	MIR6511A1	102466268
3985	ENSG00000275449	MIR6859-3	102465910
3994	ENSG00000187658	C5orf52	100190949
3995	ENSG00000182053	TRIM49B	283116
3998	ENSG00000263526	MIR378G	100616321
3999	ENSG00000092758	COL9A3	1299
4004	ENSG00000207165	SNORA70	26778
4009	ENSG00000204991	SPIRE2	84501
4018	ENSG00000266262	MIR4428	100616141
4019	ENSG00000206680	SNORD21	6083
4020	ENSG00000212607	SNORA3B	677826
4022	ENSG00000278265	MIR6770-1	102465461
4024	ENSG00000265776	MIR3670-3	103504726
4025	ENSG00000277120	MIR6089	102464837
4029	ENSG00000263734	MIR4643	100616174
4031	ENSG00000181472	ZBTB2	57621
4034	ENSG00000275058	MIR6502	102465249
4036	ENSG00000251791	SCARNA6	677772
4037	ENSG00000200215	SNORD113-6	767566
4043	ENSG00000276333	HS3ST6	64711
4046	ENSG00000273895	MIR497	574456
4049	ENSG00000207137	SNORD116-13	100033425
4056	ENSG00000278672	MIR8059	102466918
4059	ENSG00000273945	MIR6853	102466201
4061	ENSG00000265902	MIR4696	100616402
4064	ENSG00000277784	MIR6786	102465471
4075	ENSG00000175084	DES	1674
4079	ENSG00000207627	MIR581	693166
4086	ENSG00000275391	MIR6770-3	102466259
4091	ENSG00000200089	SNORD114-31	767612
4092	ENSG00000274621	MIR6867	102465523
4095	ENSG00000197915	HRNR	388697
4097	ENSG00000273868	MIR4458	100616142
4099	ENSG00000271886	MIR98	407054
4100	ENSG00000278141	MIR6832	102466745
4109	ENSG00000051009	FAM160A2	84067
4110	ENSG00000276263	TFPT	29844
4115	ENSG00000277158	MIR7112	102465906
4117	ENSG00000263750	MIR548AV	100847083
4118	ENSG00000278038	MIR6076	102464828
4119	ENSG00000170903	MSANTD4	84437
4121	ENSG00000265663	SNORD32B	692092
4123	ENSG00000277860	MIR6833	102465500
4128	ENSG00000274894	PRPF31	26121
4130	ENSG00000277478	MIR6165	102465141
4132	ENSG00000207820	MIR545	664614
4145	ENSG00000208004	MIR323B	574410
4148	ENSG00000277996	TMC4	147798
4152	ENSG00000112273	HDGFL1	154150
4159	ENSG00000264211	MIR4492	100616376
4162	ENSG00000265322	MIR3118-2	100422949
4165	ENSG00000208018	MIR645	693230
4183	ENSG00000199135	MIR101-1	406893
4190	ENSG00000221417	MIR1257	100302168
4197	ENSG00000278420	MIR6819	102465491
4201	ENSG00000264099	MIR4803	100616377
4205	ENSG00000221466	MIR548AJ2	100616252
4206	ENSG00000275184	MIR6506	102465252
4209	ENSG00000197217	ENTPD4	9583
4214	ENSG00000275640	MIR6793	102466737
4232	ENSG00000277989	MIR4752	100616171
4234	ENSG00000264386	MIR4513	100616183
4240	ENSG00000216035	MIR938	100126327
4244	ENSG00000276296	TFPT	29844
4246	ENSG00000276326	MIR2909	100422969
4248	ENSG00000276162	MIR5739	102466081
4250	ENSG00000266255	MIR4475	100616289
4257	ENSG00000276260	TMC4	147798
4261	ENSG00000201098	RNY1	6084
4264	ENSG00000273511	OSCAR	126014
4265	ENSG00000265846	MIR4276	100423042
4274	ENSG00000174937	OR5M3	219482
4276	ENSG00000207764	MIR133A2	406923
4278	ENSG00000277521	MIR8078	102466878
4280	ENSG00000086717	PPEF1	5475
4286	ENSG00000238795	SCARNA12	677777
4287	ENSG00000278658	MIR6826	102465496
4300	ENSG00000221120	MIR1224	100187716
4301	ENSG00000207168	SNORA15	677803
4304	ENSG00000277178	TARM1	441864
4311	ENSG00000221594	MIR548F1	100302192
4321	ENSG00000263421	MIR4687	100616453
4327	ENSG00000264008	MIR4640	100616237
4328	ENSG00000206910	SNORA29	677812
4335	ENSG00000198535	C2CD4A	145741
4343	ENSG00000277904	MIR7850	102465838
4349	ENSG00000207622	MIR619	693204
4354	ENSG00000274140	MIR6073	102464826
4355	ENSG00000212498	SNORD86	692201
4356	ENSG00000168002	POLR2G	5436
4361	ENSG00000206320	AGER	177
4374	ENSG00000221563	MIR1269A	100302177
4381	ENSG00000274770	MIR6128	102465135
4385	ENSG00000272036	MIR139	406931
4387	ENSG00000172901	LVRN	206338
4388	ENSG00000266384	MIR4646	100616230
4389	ENSG00000207067	SNORA72	26775
4395	ENSG00000238961	SNORA47	677828
4398	ENSG00000276830	MIR6730	102466722
4399	ENSG00000265505	MIR4640	100616237
4400	ENSG00000265793	MIR3118-4	100422935
4411	ENSG00000275836	MIR6068	102464823
4426	ENSG00000207836	MIR650	723778
4427	ENSG00000184330	S100A7A	338324
4428	ENSG00000200792	SNORA80A	677846
4429	ENSG00000211997	MIR708	100126333
4434	ENSG00000199095	MIR372	442917
4440	ENSG00000007392	LUC7L	55692
4445	ENSG00000145241	CENPC	1060
4446	ENSG00000275086	TFPT	29844
4448	ENSG00000264511	MIR3678	100500841
4460	ENSG00000266808	MIR548AE1	100616305
4466	ENSG00000074356	NCBP3	55421
4467	ENSG00000271899	MIR4466	100616154
4468	ENSG00000207758	MIR532	693124
4471	ENSG00000276489	MIR6829	102465977
4480	ENSG00000244280	ECEL1P2	347694
4484	ENSG00000278027	MIR6883	102465532
4490	ENSG00000265423	MIR4652	100616206
4498	ENSG00000265347	MIR4291	100422927
4500	ENSG00000264698	MIR4255	100422898
4502	ENSG00000207931	MIR577	693162
4504	ENSG00000200624	RNA5S6	100169757
4506	ENSG00000264429	MIR3183	100422835
4507	ENSG00000265156	SNORD52	26797
4529	ENSG00000277636	MIR8061	102466251
4531	ENSG00000276102	MIR6747	102465447
4533	ENSG00000278249	SCARNA2	677766
4536	ENSG00000274703	OSCAR	126014
4543	ENSG00000015568	RGPD5	84220
4544	ENSG00000015568	RGPD5	729540
4550	ENSG00000199453	SNORD115-12	100033449
4553	ENSG00000276022	TFPT	29844
4562	ENSG00000276082	CNOT3	4849
4566	ENSG00000149633	KIAA1755	85449
4572	ENSG00000221436	MIR548F3	100302159
4587	ENSG00000265932	MIR3146	100422967
4596	ENSG00000207741	MIR590	693175
4598	ENSG00000208038	MIR492	574449
4600	ENSG00000278073	MIR6726	102465434
4611	ENSG00000212014	MIR509-3	100126337
4621	ENSG00000170439	METTL7B	196410
4622	ENSG00000199390	SNORD114-7	767583
4628	ENSG00000124459	ZNF45	7596
4639	ENSG00000274917	RNA5-8S5	100008587
4640	ENSG00000263744	MIR3664	100500844
4642	ENSG00000263593	MIR4804	100616152
4645	ENSG00000238399	MIR2053	100302225
4648	ENSG00000207475	SNORA80E	677823
4649	ENSG00000221381	SNORD88B	692203
4654	ENSG00000236663	FRGCA	106481742
4655	ENSG00000236663	FRGCA	106780825
4666	ENSG00000199436	SNORD9	692053
4670	ENSG00000263926	MIR4462	100616413
4673	ENSG00000207445	SNORD15B	114599
4676	ENSG00000216105	MIR943	100126332
4680	ENSG00000266383	MIR5002	100847021
4684	ENSG00000207938	MIR511	574445
4686	ENSG00000265584	MIR3978	100616491
4688	ENSG00000277557	MIR378J	102465136
4689	ENSG00000221269	MIR1302-8	100302223
4696	ENSG00000006453	BAIAP2L1	55971
4697	ENSG00000263641	MIR4777	100616317
4700	ENSG00000266324	MIR4663	100616260
4708	ENSG00000275519	MIR6804	102465482
4709	ENSG00000265606	MIR4695	100616120
4710	ENSG00000266370	MIR3657	100500889
4722	ENSG00000200564	SNORD115-39	100033813
4730	ENSG00000202314	SNORD6	692075
4732	ENSG00000207642	MIR571	693156
4741	ENSG00000212051	MIR320C2	100302195
4755	ENSG00000224398	CSNK2B	1460
4756	ENSG00000207733	MIR637	693222
4760	ENSG00000278322	MBOAT7	79143
4771	ENSG00000276029	MIR4477A	100616184
4774	ENSG00000266305	MIR4518	100616405
4784	ENSG00000265660	MIR4664	100616318
4786	ENSG00000202031	SNORD38A	94162
4797	ENSG00000206602	SNORD58A	26791
4800	ENSG00000263403	MIR4673	100616242
4807	ENSG00000263456	MIR5189	100847057
4809	ENSG00000207612	MIR604	693189
4812	ENSG00000131467	PSME3	10197
4813	ENSG00000188833	ENTPD8	377841
4822	ENSG00000216133	MIR939	100126351
4826	ENSG00000221264	MIR1284	100302112
4832	ENSG00000263515	MIR548AN	100616144
4835	ENSG00000199396	RNA5S5	100169756
4847	ENSG00000240021	TEX35	84066
4848	ENSG00000263719	MIR4523	100616122
4849	ENSG00000265507	MIR4435-1	100616499
4853	ENSG00000266437	MIR4746	100616371
4857	ENSG00000188687	SLC4A5	57835
4860	ENSG00000265227	MIR4699	100616133
4864	ENSG00000080546	SESN1	27244
4865	ENSG00000276300	MIR4506	100616140
4867	ENSG00000170006	TMEM154	201799
4871	ENSG00000207442	SNORD116-6	100033418
4878	ENSG00000276404	MIR6835	102465502
4879	ENSG00000274822	MIR6762	102465457
4881	ENSG00000265003	MIR4780	100616447
4888	ENSG00000207630	MIR7-3	407045
4889	ENSG00000207725	MIR222	407007
4890	ENSG00000070444	MNT	4335
4891	ENSG00000185633	NDUFA4L2	56901
4894	ENSG00000106714	CNTNAP3	79937
4898	ENSG00000265236	SNORD84	692199
4901	ENSG00000215946	MIR941-1	100126329
