Source	Target	Type
ENSG00000180626	ZNF594_03	protein
OSR2_05	ENSG00000156925	regulate
PBX3_03	ENSG00000196391	regulate
ENSG00000028277	POU2F2_09	protein
EGR1_12	ENSG00000267680	regulate
HOXB13ONECUT2_01	ENSG00000221869	regulate
LXR_Q6	ENSG00000160229	regulate
THRA_01	ENSG00000186272	regulate
HNF3_Q6_01	ENSG00000197619	regulate
ISL2_01	ENSG00000263001	regulate
PAX4_04	ENSG00000198315	regulate
GATA1_03	ENSG00000171161	regulate
CLOCKFIGLA_01	ENSG00000196670	regulate
HSF2_02	ENSG00000185551	regulate
ENSG00000125798	HNF3_Q6	protein
HFH3_01	ENSG00000109381	regulate
ENSG00000100146	SOX10_02	protein
HDAC2_06	ENSG00000186376	regulate
ENSG00000102908	NFAT5_02	protein
LIM1_01	ENSG00000251192	regulate
TBX4_02	ENSG00000158773	regulate
BCL6_01	ENSG00000159915	regulate
ENSG00000197905	TEAD4DRGX_01	protein
BCL6_01	ENSG00000147601	regulate
ENSG00000064195	TFAP4DLX3_01	protein
HDAC2_06	ENSG00000172888	regulate
ENSG00000120738	EGR1_16	protein
HNF3_Q6_01	ENSG00000141946	regulate
LXRBRXRA_Q5_01	ENSG00000006704	regulate
ENSG00000178665	ZNF713_03	protein
ZNF383_02	ENSG00000102349	regulate
MSX1_02	ENSG00000145734	regulate
HDAC2_06	ENSG00000257923	regulate
TBX2_01	ENSG00000164754	regulate
ENSG00000275410	HNF1B_04	protein
BCL6_01	ENSG00000182944	regulate
IRF7_04	ENSG00000187821	regulate
T3RBETA_Q6_01	ENSG00000167840	regulate
RPC155_01	ENSG00000197472	regulate
TEAD4DRGX_01	ENSG00000227124	regulate
BCL6_01	ENSG00000083812	regulate
ENSG00000261678	SCRT1_01	protein
FOS_09	ENSG00000118689	regulate
ENSG00000119950	MXI1_01	protein
FOXP1_01	ENSG00000152433	regulate
HDAC2_06	ENSG00000197054	regulate
PLZF_02	ENSG00000081189	regulate
RPC155_01	ENSG00000182986	regulate
ENSG00000203883	SOX18_05	protein
BCL6_01	ENSG00000016082	regulate
AIRE_01	ENSG00000184271	regulate
S8_02	ENSG00000118156	regulate
FOXD2_01	ENSG00000067955	regulate
ENSG00000133794	ARNTLBHLHA15_01	protein
HDAC2_06	ENSG00000178951	regulate
HDAC2_03	ENSG00000107187	regulate
FREAC7_01	ENSG00000173575	regulate
ENSG00000162599	NFIA_01	protein
HNF3B_01	ENSG00000172468	regulate
ZNF275_01	ENSG00000143190	regulate
ERFSREBF2_02	ENSG00000101457	regulate
ERFFOXO1_01	ENSG00000196345	regulate
HNF3_Q6_01	ENSG00000127528	regulate
RFX2_05	ENSG00000171786	regulate
RUNX2_04	ENSG00000152454	regulate
ETV2TBX21_03	ENSG00000168779	regulate
POU2F1HOXB13_01	ENSG00000167074	regulate
LHX3_01	ENSG00000073282	regulate
ZNF642_02	ENSG00000174586	regulate
ENSG00000010030	TFAP2CETV7_01	protein
EGR1_12	ENSG00000077463	regulate
PHOX2A_02	ENSG00000137309	regulate
ENSG00000196597	ZNF782_03	protein
HOXC5_01	ENSG00000173039	regulate
PRDM4_01	ENSG00000197016	regulate
BCL6_01	ENSG00000182521	regulate
SATB1_Q3	ENSG00000198146	regulate
IRF1_05	ENSG00000124766	regulate
MSX2_01	ENSG00000196946	regulate
ENSG00000131115	ZNF227_03	protein
ENSG00000184659	FOXD4L4_01	protein
ENSG00000251493	FREAC4_02	protein
MEIS1EVX1_01	ENSG00000130675	regulate
ETV2HES7_03	ENSG00000167625	regulate
LMX1_01	ENSG00000113430	regulate
OCT1_08	ENSG00000160352	regulate
LHX3_01	ENSG00000256463	regulate
ENSG00000106536	POU6F2_01	protein
ENSG00000103241	HFH8_01	protein
CEBPE_Q6	ENSG00000230797	regulate
HNF3_Q6_01	ENSG00000180626	regulate
ENSG00000170802	FOXN2_02	protein
CRX_Q4	ENSG00000186350	regulate
IRF1_05	ENSG00000169057	regulate
HDAC2_06	ENSG00000188283	regulate
PLZF_02	ENSG00000143437	regulate
ZNF76_01	ENSG00000178187	regulate
PBX1_02	ENSG00000197013	regulate
ENSG00000134954	ETS1_04	protein
GTF3C2_01	ENSG00000009950	regulate
ZNF282_01	ENSG00000186230	regulate
GFI1_Q6	ENSG00000188785	regulate
DMRT2_01	ENSG00000272602	regulate
CDP_04	ENSG00000196724	regulate
ENSG00000120149	MSX2_Q3	protein
MSX1_02	ENSG00000118156	regulate
RPC155_01	ENSG00000095794	regulate
EBF1_03	ENSG00000173480	regulate
CGBP_02	ENSG00000112365	regulate
CRX_Q6	ENSG00000177311	regulate
CCNT2_01	ENSG00000164900	regulate
RORC_01	ENSG00000249709	regulate
IRF1_Q5	ENSG00000083844	regulate
ENSG00000082641	TCF11MAFG_01	protein
RXRG_03	ENSG00000124782	regulate
HOXD10_01	ENSG00000110777	regulate
LXRBRXRA_Q5_01	ENSG00000171295	regulate
OCT1_04	ENSG00000131196	regulate
LXRBRXRA_Q5_01	ENSG00000143842	regulate
EWSR1FLI1_01	ENSG00000184481	regulate
DBX2_01	ENSG00000162599	regulate
FOXD3_04	ENSG00000141510	regulate
HDAC2_06	ENSG00000088876	regulate
HNF3_Q6_01	ENSG00000181894	regulate
ENSG00000196597	ZNF782_02	protein
ENSG00000073282	P63_01	protein
IRXB3_01	ENSG00000169951	regulate
NKX62_Q2	ENSG00000120093	regulate
PAX6_Q2	ENSG00000125878	regulate
HNF1B_04	ENSG00000231205	regulate
NGN2_Q3	ENSG00000105856	regulate
POU3F1_Q6	ENSG00000187187	regulate
HDAC2_06	ENSG00000164256	regulate
HOXC10_01	ENSG00000274349	regulate
HDAC2_06	ENSG00000119574	regulate
ENSG00000196693	ZNF33B_03	protein
HOXD13_01	ENSG00000123268	regulate
FOXP1_01	ENSG00000183850	regulate
ENSG00000175745	NR2F1_02	protein
IRF1_05	ENSG00000278570	regulate
NANOG_02	ENSG00000163666	regulate
SOX9_09	ENSG00000113580	regulate
ENSG00000187815	ZNF642_02	protein
HDAC2_06	ENSG00000106536	regulate
HOXC13_Q2	ENSG00000147601	regulate
ENSG00000197905	TEAD4CLOCK_01	protein
AIRE_02	ENSG00000198914	regulate
LMX1B_01	ENSG00000167074	regulate
CDX_Q5	ENSG00000180053	regulate
HNF3_Q6_01	ENSG00000106006	regulate
OCTAMER_01	ENSG00000186051	regulate
RPC155_01	ENSG00000141905	regulate
PRDM15_04	ENSG00000124813	regulate
IRXB3_01	ENSG00000092607	regulate
RPC155_01	ENSG00000025434	regulate
HOXD3_01	ENSG00000198740	regulate
OCT1_04	ENSG00000167157	regulate
ZNF228_01	ENSG00000196705	regulate
ARX_01	ENSG00000169375	regulate
PAX8_B	ENSG00000163497	regulate
ENSG00000164093	PITX2_Q2	protein
GFI1_01	ENSG00000151090	regulate
DBX1_01	ENSG00000136997	regulate
HDAC2_06	ENSG00000170954	regulate
BCL6_01	ENSG00000110851	regulate
ENSG00000142065	ZFP14_02	protein
FOXP3_Q4	ENSG00000240225	regulate
BRACH_02	ENSG00000125798	regulate
FOXJ2_01	ENSG00000177551	regulate
HDAC2_06	ENSG00000096654	regulate
ENSG00000118620	ZNF430_02	protein
HNF3_Q6_01	ENSG00000101076	regulate
MEF2_Q6_03	ENSG00000198182	regulate
TFAP2C_04	ENSG00000139613	regulate
ENSG00000080298	RFX3_06	protein
ENSG00000081059	TCF1_Q5_01	protein
ENSG00000151090	T3RBETA_Q6_01	protein
BCL6_01	ENSG00000184517	regulate
ENSG00000134954	ETS1_B	protein
ENSG00000196812	ZSCAN16_01	protein
FOXJ2_01	ENSG00000124664	regulate
ENSG00000125398	SOX9_B1	protein
FREAC4_01	ENSG00000147862	regulate
ONECUT1_01	ENSG00000159387	regulate
DLX1_01	ENSG00000183621	regulate
HOXD13_01	ENSG00000215421	regulate
HDAC2_06	ENSG00000118263	regulate
PAX6_02	ENSG00000117036	regulate
HDAC2_06	ENSG00000129514	regulate
ENSG00000125846	ZNF133_04	protein
ENSG00000158773	USF_01	protein
ENSG00000163132	MSX1_Q5_01	protein
RPC155_01	ENSG00000143379	regulate
ENSG00000125398	SOX9_05	protein
HDAC2_06	ENSG00000125817	regulate
BARX1_01	ENSG00000101057	regulate
IRF1_05	ENSG00000197054	regulate
TCF11_01	ENSG00000147421	regulate
ABL1_01	ENSG00000119138	regulate
ENSG00000115415	STAT_Q6	protein
LXRBRXRA_Q5_01	ENSG00000221994	regulate
ENSG00000153879	CEBPG_Q6_01	protein
FOXP3_Q4	ENSG00000121413	regulate
POU3F1_Q6	ENSG00000096654	regulate
OCTAMER_02	ENSG00000073282	regulate
DBX2_01	ENSG00000064835	regulate
BCL6_01	ENSG00000256294	regulate
HNF3_Q6_01	ENSG00000130856	regulate
ENSG00000267680	ZNF224_05	protein
ZNF665_01	ENSG00000212993	regulate
ESX1_01	ENSG00000008196	regulate
ENSG00000221869	CEBP_Q2_01	protein
CDX2_Q5	ENSG00000164107	regulate
LXRBRXRA_Q5_01	ENSG00000198466	regulate
CUX1SRF_01	ENSG00000131931	regulate
ZNF585B_04	ENSG00000106290	regulate
HNF1B_Q6_01	ENSG00000105967	regulate
NFYA_Q5	ENSG00000103495	regulate
FOXP1_01	ENSG00000103343	regulate
ENSG00000186350	PXR_Q2	protein
HDAC2_06	ENSG00000064490	regulate
HOXC13_Q2	ENSG00000187098	regulate
IRF7_04	ENSG00000143067	regulate
HNF3_Q6_01	ENSG00000176024	regulate
GFI1_01	ENSG00000197162	regulate
BCL6_01	ENSG00000148737	regulate
TEAD4DLX2_01	ENSG00000103241	regulate
ENSG00000196482	ESRRG_02	protein
NKX63_01	ENSG00000167840	regulate
HNF3_Q6_01	ENSG00000229809	regulate
FOXO3A_Q3	ENSG00000198556	regulate
TFAP4FLI1_01	ENSG00000100987	regulate
FOXD2_01	ENSG00000132170	regulate
HDX_01	ENSG00000166211	regulate
HDAC2_06	ENSG00000105732	regulate
ZSCAN4_07	ENSG00000103241	regulate
HOXB7_01	ENSG00000173039	regulate
HOXA2_01	ENSG00000198440	regulate
BCL6_01	ENSG00000197566	regulate
CGBP_02	ENSG00000203326	regulate
ENSG00000173480	ZNF417_01	protein
NFYA_03	ENSG00000160908	regulate
ZNF283_02	ENSG00000135111	regulate
FOX_Q2	ENSG00000197782	regulate
CEBPA_Q4	ENSG00000162702	regulate
ENSG00000028277	OCT_C	protein
HNF1_Q6_01	ENSG00000256229	regulate
BCL6_01	ENSG00000065029	regulate
ISL2_01	ENSG00000143257	regulate
RPC155_01	ENSG00000245680	regulate
RPC155_01	ENSG00000174197	regulate
IRF_Q4	ENSG00000083844	regulate
FOXC2_01	ENSG00000172818	regulate
RPC155_01	ENSG00000189144	regulate
NRF1_03	ENSG00000179922	regulate
GKLF_Q3_01	ENSG00000204304	regulate
POU2F2_03	ENSG00000164651	regulate
SETDB1_01	ENSG00000204920	regulate
EP300_03	ENSG00000165259	regulate
AR_10	ENSG00000102349	regulate
HDAC2_06	ENSG00000171970	regulate
SRF_C	ENSG00000125820	regulate
CEBP_01	ENSG00000136352	regulate
TBX5CSX_Q5	ENSG00000131668	regulate
ENSG00000172845	SP3_Q3	protein
BCL6_01	ENSG00000116017	regulate
NFAT5_02	ENSG00000108001	regulate
ENSG00000120690	FOXJ2ELF1_01	protein
TBX5_Q2	ENSG00000131668	regulate
STAT5B_01	ENSG00000198939	regulate
BCL6_01	ENSG00000102870	regulate
NANOG_02	ENSG00000182759	regulate
IRF1_01	ENSG00000178187	regulate
ZNF276_03	ENSG00000256229	regulate
GR_Q6	ENSG00000169057	regulate
ZNF605_01	ENSG00000196110	regulate
PROP1_02	ENSG00000173039	regulate
FOXJ2PITX1_01	ENSG00000186446	regulate
HDAC2_06	ENSG00000227124	regulate
BRN4_01	ENSG00000160352	regulate
BCL6_01	ENSG00000185669	regulate
AR_Q6_01	ENSG00000095794	regulate
BHLHE23_02	ENSG00000181450	regulate
HNF3_Q6_01	ENSG00000197780	regulate
HOXA3_02	ENSG00000198740	regulate
CART1_03	ENSG00000173404	regulate
ENSG00000129514	HNF3_Q6_01	protein
PLZF_02	ENSG00000168826	regulate
BCL6_01	ENSG00000185730	regulate
CRX_Q6	ENSG00000096401	regulate
UNCX_02	ENSG00000137309	regulate
HNF3_Q6_01	ENSG00000169548	regulate
HDAC2_06	ENSG00000101216	regulate
HNF3_Q6_01	ENSG00000125850	regulate
HOXC4_01	ENSG00000251192	regulate
ZNF276_03	ENSG00000180884	regulate
BCL6_01	ENSG00000197857	regulate
BCL6_01	ENSG00000196267	regulate
SOX11_Q6	ENSG00000148606	regulate
OCT1_04	ENSG00000185670	regulate
MECP2_Q4	ENSG00000180828	regulate
FOXP1_01	ENSG00000256294	regulate
ZNF629_02	ENSG00000162676	regulate
JUNBFRA1_01	ENSG00000197647	regulate
AIRE_01	ENSG00000197134	regulate
SOX18_07	ENSG00000138738	regulate
IRF1_05	ENSG00000128000	regulate
CGBP_01	ENSG00000167394	regulate
ENSG00000137709	POU2F3_04	protein
BCL6_01	ENSG00000173575	regulate
NKX23_04	ENSG00000173575	regulate
ENSG00000186350	LXRBRXRA_Q5	protein
FOXR1_01	ENSG00000135457	regulate
GFI1_01	ENSG00000230797	regulate
BCL6_01	ENSG00000147140	regulate
HDAC2_06	ENSG00000203326	regulate
ENSG00000169926	KLF13_01	protein
ZNF76_01	ENSG00000130522	regulate
FOXP1_01	ENSG00000163132	regulate
S8_01	ENSG00000176222	regulate
MEIS1DLX2_01	ENSG00000157554	regulate
ENSG00000131196	NFAT2_Q5_01	protein
PU1_Q4	ENSG00000273274	regulate
ALX3_04	ENSG00000130182	regulate
GRHL1_01	ENSG00000100105	regulate
TST1_02	ENSG00000169375	regulate
ENSG00000135100	HNF1A_03	protein
HDAC2_06	ENSG00000125618	regulate
RPC155_01	ENSG00000180855	regulate
OCT1_04	ENSG00000114126	regulate
ESX1_01	ENSG00000145734	regulate
ENSG00000181690	PLAG1_01	protein
TST1_02	ENSG00000138738	regulate
ENSG00000105392	CRX_Q6	protein
HOXD13_01	ENSG00000175322	regulate
SIX3_Q6	ENSG00000123576	regulate
ZNF263_02	ENSG00000102935	regulate
ZBTB33_05	ENSG00000170653	regulate
RPC155_01	ENSG00000123358	regulate
OTX1_03	ENSG00000180828	regulate
ENSG00000196092	PAX5_01	protein
ENSG00000175592	JUNBFRA1_01	protein
HDAC2_06	ENSG00000107485	regulate
RPC155_01	ENSG00000158773	regulate
HDAC2_06	ENSG00000095794	regulate
KLF15_Q2	ENSG00000085276	regulate
ENSG00000005073	HOXA11_01	protein
HNF3_Q6_01	ENSG00000196350	regulate
BCL6_01	ENSG00000126003	regulate
NRF1_03	ENSG00000177045	regulate
GFI1_01	ENSG00000142025	regulate
BCL6_01	ENSG00000138378	regulate
BCL6_01	ENSG00000150907	regulate
PAX6_02	ENSG00000169375	regulate
ENSG00000164749	HNF4GAMMA_01	protein
OCT1_04	ENSG00000169951	regulate
ALX3_01	ENSG00000214029	regulate
ENSG00000179348	GATA2_09	protein
HNF3_Q6_01	ENSG00000171532	regulate
EWSR1FLI1_01	ENSG00000261678	regulate
LXRBRXRA_Q5_01	ENSG00000127903	regulate
ZNF430_02	ENSG00000204366	regulate
BCL6_01	ENSG00000197863	regulate
ENSG00000170345	JUNBFOS_02	protein
IRX4_01	ENSG00000266265	regulate
ENSG00000068305	MEF2_Q6_02	protein
HDAC2_06	ENSG00000069667	regulate
IRF1_05	ENSG00000116478	regulate
LHX3_01	ENSG00000196793	regulate
GR_Q6_02	ENSG00000095794	regulate
FOXJ2_01	ENSG00000186496	regulate
CGBP_01	ENSG00000188629	regulate
TEAD4HOXA3_01	ENSG00000143373	regulate
ENSG00000176842	IRX5_01	protein
FOXP1_01	ENSG00000177125	regulate
ENSG00000167562	ZNF701_01	protein
CDP_Q6_01	ENSG00000110851	regulate
CRX_Q6	ENSG00000108001	regulate
POU2F1SOX2_01	ENSG00000084093	regulate
HNF1_01	ENSG00000197935	regulate
HFH3_01	ENSG00000198551	regulate
ENSG00000130522	JUNDFOS_01	protein
OCT1_02	ENSG00000109101	regulate
CEBPB_01	ENSG00000081189	regulate
NKX61_03	ENSG00000167528	regulate
IRF1_05	ENSG00000124613	regulate
VSX1_01	ENSG00000215421	regulate
IRF1_05	ENSG00000215421	regulate
HDAC2_06	ENSG00000166526	regulate
ENSG00000163508	EOMES_06	protein
ENSG00000120837	NFY_Q6	protein
HDAC2_06	ENSG00000170684	regulate
HNF3B_01	ENSG00000245680	regulate
ENSG00000123685	BATF3_02	protein
ALX3_04	ENSG00000164853	regulate
STAT5A_02	ENSG00000182968	regulate
ENSG00000139083	ETV6_01	protein
AIRE_02	ENSG00000196268	regulate
CEBPG_Q6	ENSG00000164853	regulate
ENSG00000134532	SOX_Q4	protein
FOXP1_01	ENSG00000105967	regulate
ENSG00000125285	SOX21_06	protein
UNCX_02	ENSG00000001167	regulate
ENSG00000111704	NANOG_01	protein
HNF1B_Q6	ENSG00000136866	regulate
HDAC2_06	ENSG00000067646	regulate
BCL6_01	ENSG00000189144	regulate
POU3F2_04	ENSG00000153266	regulate
ZNF300_02	ENSG00000196482	regulate
BCL6_01	ENSG00000118707	regulate
HOXD12HOXA3_01	ENSG00000090447	regulate
NFE4_Q5	ENSG00000188629	regulate
ENSG00000181449	SOX2_03	protein
HNF3_Q6_01	ENSG00000115297	regulate
MSX2_Q3	ENSG00000169981	regulate
FOX_Q2	ENSG00000172059	regulate
BARX2_01	ENSG00000080298	regulate
FOXJ2_01	ENSG00000111783	regulate
ENSG00000111424	DR3_Q4	protein
BCL6_01	ENSG00000147421	regulate
HDAC2_06	ENSG00000196417	regulate
ENSG00000073861	POU2F1TBX21_01	protein
GTF3C2_01	ENSG00000073861	regulate
ENSG00000075426	JUNDFRA2_01	protein
HDAC2_06	ENSG00000198939	regulate
COUPTF_Q6	ENSG00000109381	regulate
HDAC2_06	ENSG00000174282	regulate
HOXC13_Q2	ENSG00000185669	regulate
BCL6_01	ENSG00000005801	regulate
RPC155_01	ENSG00000125740	regulate
ETV6_01	ENSG00000160961	regulate
ENSG00000104856	RELBP50_Q3	protein
ENSG00000249459	ZNF286B_01	protein
ENSG00000122877	KROX_Q6	protein
ALX3_04	ENSG00000001167	regulate
BCL6_01	ENSG00000197935	regulate
HDAC2_06	ENSG00000188295	regulate
EWSR1FLI1_01	ENSG00000198551	regulate
ENSG00000197905	TEAD4ESRRB_01	protein
FOXO4_02	ENSG00000283617	regulate
ENSG00000196653	ZNF502_02	protein
ENSG00000105722	ERFETV7_01	protein
ENSG00000105672	ETV2SOX15_04	protein
HDAC2_06	ENSG00000167232	regulate
RPC155_01	ENSG00000059728	regulate
HFH8_01	ENSG00000174282	regulate
FXRRXR_Q5	ENSG00000109705	regulate
SOX11_Q6	ENSG00000082258	regulate
MYOGNF1_01	ENSG00000109906	regulate
ENSG00000113580	NR3C1_03	protein
ESR1_03	ENSG00000166529	regulate
ENSG00000101076	HNF4A_Q3	protein
FOXC1_02	ENSG00000167034	regulate
TFAP2A_09	ENSG00000166823	regulate
ZNF501_01	ENSG00000147596	regulate
ENSG00000198795	ZNF521_03	protein
OCT1_04	ENSG00000198039	regulate
BCL6_01	ENSG00000133794	regulate
NFATC1_02	ENSG00000185507	regulate
BLIMP1_02	ENSG00000256223	regulate
POU2F1ELK1_01	ENSG00000186376	regulate
ENSG00000177485	ZBTB33_05	protein
OCT1_05	ENSG00000274349	regulate
ENSG00000204231	RXRB_01	protein
HDAC2_06	ENSG00000170370	regulate
RPC155_01	ENSG00000257923	regulate
NKX62_Q2	ENSG00000229676	regulate
ENSG00000173917	HOXB2PAX9_01	protein
TFAP4DLX3_01	ENSG00000160352	regulate
HDAC2_06	ENSG00000185551	regulate
ENSG00000275410	HNF1B_01	protein
ENSG00000214189	ZNF788_01	protein
MSX2_03	ENSG00000175879	regulate
BLIMP1_Q6	ENSG00000102349	regulate
TST1_02	ENSG00000113430	regulate
ENSG00000179059	REX1_04	protein
ENSG00000101076	HNF4A_07	protein
ENSG00000166478	STAF_01	protein
OCT1_04	ENSG00000106290	regulate
FOXP1_01	ENSG00000142409	regulate
RUNX2_04	ENSG00000168310	regulate
ZNF607_02	ENSG00000185730	regulate
RPC155_01	ENSG00000176083	regulate
FOXP1_01	ENSG00000283620	regulate
NCX_02	ENSG00000251192	regulate
BCL6_01	ENSG00000146587	regulate
MEIS1DLX2_01	ENSG00000213020	regulate
HDAC2_06	ENSG00000138378	regulate
HNF3_Q6_01	ENSG00000180532	regulate
IRF1_05	ENSG00000173253	regulate
ENSG00000162761	LMX1_01	protein
FOXP1_01	ENSG00000029363	regulate
BCL6_01	ENSG00000182986	regulate
EGR4_02	ENSG00000134317	regulate
CRX_Q6	ENSG00000125816	regulate
HDAC2_03	ENSG00000218891	regulate
NFY_Q6_01	ENSG00000197757	regulate
SOX9_03	ENSG00000169016	regulate
ZNF471_02	ENSG00000064218	regulate
ENSG00000119715	TEAD4ESRRB_01	protein
ZNF782_02	ENSG00000185507	regulate
MEF2_Q6_03	ENSG00000118689	regulate
HDAC2_06	ENSG00000087903	regulate
CUX1SRF_01	ENSG00000153266	regulate
BCL6_01	ENSG00000198040	regulate
IRF1_05	ENSG00000170370	regulate
SETDB1_01	ENSG00000147421	regulate
SOX11_Q6	ENSG00000198093	regulate
ENSG00000263002	ZNF234_01	protein
PAX7_01	ENSG00000251192	regulate
DRGX_01	ENSG00000197961	regulate
S8_01	ENSG00000161405	regulate
IRF1_03	ENSG00000127081	regulate
SOX14_08	ENSG00000164532	regulate
ALX3_01	ENSG00000263001	regulate
MEF2_Q6_03	ENSG00000184677	regulate
ENSG00000162676	GFI1_Q6	protein
ENSG00000106004	HOX13_02	protein
FOXJ2_01	ENSG00000135625	regulate
BCL6_01	ENSG00000197213	regulate
RPC155_01	ENSG00000173976	regulate
ENSG00000174738	NR1D2_01	protein
ENSG00000164736	SOX_Q4	protein
LXRBRXRA_Q5_01	ENSG00000105722	regulate
HDAC2_06	ENSG00000130584	regulate
ZNF788_01	ENSG00000130818	regulate
PIT1_01	ENSG00000173039	regulate
SOX7_05	ENSG00000177842	regulate
BCL6_01	ENSG00000164631	regulate
ENSG00000091010	BRN3C_01	protein
MECP2_Q4_01	ENSG00000105856	regulate
FOXP1_01	ENSG00000137270	regulate
HOXC10_01	ENSG00000159387	regulate
POU2F3_04	ENSG00000197905	regulate
BCL6_01	ENSG00000178386	regulate
ENSG00000131759	NR1B1RXRG_01	protein
PHOX2A_02	ENSG00000164853	regulate
MSX1_Q5_01	ENSG00000124216	regulate
NFY_Q6_01	ENSG00000160229	regulate
RFX2_05	ENSG00000111783	regulate
LHX3_01	ENSG00000167766	regulate
HNF3_Q6_01	ENSG00000109381	regulate
ENSG00000186350	DR4_Q2	protein
ENSG00000065970	FOXJ2ELF1_01	protein
HFH3_01	ENSG00000169635	regulate
FOXC1_02	ENSG00000180053	regulate
NANOG_02	ENSG00000240225	regulate
MEF2_01	ENSG00000050344	regulate
FOX_Q2	ENSG00000173757	regulate
SATB1_Q3	ENSG00000182983	regulate
FOXJ3_08	ENSG00000196670	regulate
NR3C1_01	ENSG00000107859	regulate
ENSG00000115844	MEIS1DLX2_01	protein
SOX7_06	ENSG00000185252	regulate
GFI1_01	ENSG00000137947	regulate
ENSG00000064195	ETV2DLX3_03	protein
ENSG00000185155	MIXL1_02	protein
IRF_Q6	ENSG00000159915	regulate
ENSG00000129194	CUX1SOX15_01	protein
HDAC2_06	ENSG00000181722	regulate
YY1_02	ENSG00000176842	regulate
OCT1_08	ENSG00000117036	regulate
FREAC7_01	ENSG00000177125	regulate
BCL6_01	ENSG00000077092	regulate
CDX_Q5	ENSG00000171606	regulate
FOXP1_01	ENSG00000187792	regulate
ENSG00000275410	HNF1_Q6_01	protein
EWSR1FLI1_01	ENSG00000143257	regulate
LIM1_01	ENSG00000167766	regulate
ENSG00000137203	TFAP2A_09	protein
OCT4_02	ENSG00000120094	regulate
HFH8_01	ENSG00000185155	regulate
ZNF208_01	ENSG00000196247	regulate
ENSG00000175745	NR2F1_03	protein
FOXP1_01	ENSG00000196214	regulate
ALX4_05	ENSG00000196793	regulate
FOXD2_01	ENSG00000197808	regulate
NF1_Q6_01	ENSG00000010030	regulate
IRF1_05	ENSG00000172530	regulate
ENSG00000178573	CMAF_01	protein
HDAC2_06	ENSG00000231205	regulate
ZNF672_03	ENSG00000177599	regulate
SRY_09	ENSG00000166211	regulate
BCL6_01	ENSG00000263001	regulate
ENSG00000181666	HKR1_01	protein
BCL6_01	ENSG00000137090	regulate
BCL6_01	ENSG00000143842	regulate
LMX1B_01	ENSG00000198740	regulate
EGR1_12	ENSG00000127903	regulate
BCL6_01	ENSG00000160336	regulate
LXRBRXRA_Q5_01	ENSG00000257446	regulate
FOXD3_04	ENSG00000143621	regulate
IRX4_01	ENSG00000173404	regulate
GATA4_Q3	ENSG00000177374	regulate
ENSG00000135625	EGR4_02	protein
HSF1_Q6	ENSG00000063587	regulate
ENSG00000112242	E2F_Q6_01	protein
FOXJ2HOXB13_01	ENSG00000159556	regulate
ZNF263_02	ENSG00000119866	regulate
ENSG00000101076	HNF4_Q6_04	protein
RPC155_01	ENSG00000020256	regulate
HOXC5_01	ENSG00000251192	regulate
FOXD3_04	ENSG00000214575	regulate
HNF1B_04	ENSG00000256229	regulate
ENSG00000162992	NEUROD_01	protein
POU1F1_04	ENSG00000134532	regulate
OCT1_04	ENSG00000165804	regulate
IRF1_05	ENSG00000257591	regulate
HFH3_01	ENSG00000103199	regulate
BCL6_01	ENSG00000105997	regulate
ENSG00000123388	HOXC11_01	protein
HOXC5_01	ENSG00000169016	regulate
HDAC2_06	ENSG00000184937	regulate
OCT1_04	ENSG00000180806	regulate
CEBPE_Q6	ENSG00000186272	regulate
IRF1_05	ENSG00000204524	regulate
HOXD3_01	ENSG00000196350	regulate
BCL6_01	ENSG00000172273	regulate
HDAC2_06	ENSG00000068323	regulate
ENSG00000110851	PRDM4_01	protein
FOXB1_02	ENSG00000102908	regulate
ERR1_Q2	ENSG00000162367	regulate
ENSG00000123364	HOXC13_Q2	protein
RPC155_01	ENSG00000174738	regulate
CTCF_02	ENSG00000136997	regulate
HDAC2_06	ENSG00000167685	regulate
HDAC2_06	ENSG00000204595	regulate
BCL6_01	ENSG00000185630	regulate
OCT1_03	ENSG00000176165	regulate
ENSG00000169856	HNF6_Q6	protein
ENSG00000175325	PROP1_02	protein
DLX2_01	ENSG00000138083	regulate
LMX1B_01	ENSG00000074047	regulate
PU1_Q4	ENSG00000136367	regulate
NFATC1_01	ENSG00000064835	regulate
IRF1_05	ENSG00000196453	regulate
SETDB1_01	ENSG00000196793	regulate
IRF1_05	ENSG00000168505	regulate
POU2F1_03	ENSG00000196381	regulate
RUNX2_04	ENSG00000198353	regulate
KROX_Q6	ENSG00000205927	regulate
ALX4_05	ENSG00000001167	regulate
POU2F1FOXO6_01	ENSG00000184517	regulate
RPC155_01	ENSG00000178665	regulate
BCL6_01	ENSG00000197123	regulate
ENSG00000185697	AMYB_01	protein
FOXP1_01	ENSG00000196387	regulate
LXR_Q6	ENSG00000215397	regulate
EGR1_12	ENSG00000154727	regulate
ENSG00000106031	CUX1HOXA13_01	protein
ENSG00000101057	MYBL2_05	protein
HDAC2_06	ENSG00000116044	regulate
ENSG00000130856	ZNF236_04	protein
ENSG00000143171	RXRG_02	protein
ZNF286B_01	ENSG00000168122	regulate
CEBP_Q3	ENSG00000121903	regulate
ENSG00000126456	IRF_Q4	protein
SPDEF_06	ENSG00000188295	regulate
RPC155_01	ENSG00000083814	regulate
LXRBRXRA_Q5_01	ENSG00000119725	regulate
DMRT4_01	ENSG00000111206	regulate
